Aarti Singh,Carnegie Mellon University
Abhinav Gupta,Carnegie Mellon University
Alan M Frieze,Carnegie Mellon University
Alan W Black,Carnegie Mellon University
Alessandro Acquisti,Carnegie Mellon University
Alonzo Kelly,Carnegie Mellon University
Ameet S Talwalkar,Carnegie Mellon University
Ameet Talwalkar,Carnegie Mellon University
Amy E Ogan,Carnegie Mellon University
Amy Ogan,Carnegie Mellon University
Andreas R Pfenning,Carnegie Mellon University
Andrej Risteski,Carnegie Mellon University
Andrew Pavlo,Carnegie Mellon University
Andrew W Moore,Carnegie Mellon University
Andr Platzer,Carnegie Mellon University
Andy Pavlo,Carnegie Mellon University
Aniket Kittur,Carnegie Mellon University
Anupam Datta,Carnegie Mellon University
Anupam Gupta,Carnegie Mellon University
Ariel D Procaccia,Carnegie Mellon University
Barnab s P czos,Carnegie Mellon University
Benjamin Moseley,Carnegie Mellon University
Bernhard Haeupler,Carnegie Mellon University
Bhiksha Raj,Carnegie Mellon University
Bhiksha Ramakrishnan,Carnegie Mellon University
Bill Scherlis,Carnegie Mellon University
Bogdan Vasilescu,Carnegie Mellon University
Brad A Myers,Carnegie Mellon University
Brandon Lucia,Carnegie Mellon University
Bruce H Krogh,Carnegie Mellon University
Bruno Sinopoli,Carnegie Mellon University
Bryan Parno,Carnegie Mellon University
Carl Kingsford,Carnegie Mellon University
Carolyn Penstein Ros,Carnegie Mellon University
Changliu Liu,Carnegie Mellon University
Chinmay Eishan Kulkarni,Carnegie Mellon University
Chinmay Kulkarni,Carnegie Mellon University
Chris Harrison,Carnegie Mellon University
Christian K stner,Carnegie Mellon University
Christopher G Atkeson,Carnegie Mellon University
Christopher James Langmead,Carnegie Mellon University
Christos Faloutsos,Carnegie Mellon University
Claire Le Goues,Carnegie Mellon University
Dabbala Rajagopal Reddy,Carnegie Mellon University
Dana S Scott,Carnegie Mellon University
Daniel Dominic Kaplan Sleator,Carnegie Mellon University
Daniel Dominic Sleator,Carnegie Mellon University
Daniel P Siewiorek,Carnegie Mellon University
Dave Andersen,Carnegie Mellon University
David Andersen,Carnegie Mellon University
David Brumley,Carnegie Mellon University
David G Andersen,Carnegie Mellon University
David Garlan,Carnegie Mellon University
David Held,Carnegie Mellon University
David J Mostow,Carnegie Mellon University
